,index,물리학및실험 1,미분적분학,선형대수,확률및랜덤변수,미분방정식,이산구조,디자인적사고,웹/파이선프로그래밍,객체지향프로그래밍,논리회로,컴퓨터구조,자료구조,운영체제,컴퓨터네트워크,소프트웨어공학,알고리즘분석,데이터베이스,오픈소스SW개발,IT기술영어 1,IT기술영어 2,IT기술영어 3,캡스톤디자인 1,캡스톤디자인 2,졸업논문,기계학습,신호와시스템,문제해결,형식언어및컴파일러,파일처리,멀티미디어시스템,시스템분석및설계,프로그래밍언어구조론,SW스타트업비즈니스,SW스타트업프로젝트,최신기술프로젝트 1,최신기술프로젝트 2,최신기술콜로키움 1,최신기술콜로키움 2,단기현장실습,장기현장실습,연구연수활동 1,연구연수활동 2,독립심화학습 1,독립심화학습 2,인공지능,빅데이터프로그래밍,클라우드컴퓨팅,데이터센터프로그래밍,정보보호,모바일프로그래밍,웹서비스프로그래밍,리눅스시스템프로그래밍,IoT디지털시스템,IoT소프트웨어,로봇스프트웨어,영상처리,컴퓨터그래픽스,멀티미디어처리,인간-컴퓨터상호작용,UI/UX프로그래밍,컴퓨터비전,AI네트워킹,IoT네트워크,딥러닝,실전기계학습
489,571,1,1,3,1,3,4,2,1,2,2,5,6,5,8,4,8,4,6,5,5,5,7,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,6,0,0,0,0,6,0,0
490,572,1,1,2,1,4,4,2,1,4,5,5,4,4,7,6,8,4,7,8,8,7,9,7,9,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,5,0
491,573,2,1,4,4,4,3,2,1,3,5,5,4,5,7,5,7,4,6,8,6,7,8,8,9,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0
492,574,1,1,1,4,2,4,3,1,2,5,3,4,5,5,4,8,8,5,7,5,6,7,8,9,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
493,575,2,1,3,1,3,2,2,1,4,5,3,5,7,4,5,7,6,7,8,6,6,9,7,9,4,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0
494,576,1,1,2,1,2,3,3,1,4,2,4,6,8,8,5,6,4,5,5,7,8,7,8,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,7,0,6,0,0,0,0,0,0,0,0,0
495,577,2,1,2,1,2,4,3,1,2,2,3,3,4,6,8,5,4,6,7,4,4,9,9,9,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0
496,578,1,1,2,2,4,2,3,1,3,4,6,5,4,4,8,4,7,6,6,7,5,9,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
497,579,2,1,2,3,2,3,2,1,4,2,5,5,8,8,7,7,7,5,5,7,5,7,9,9,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0
498,580,1,1,2,1,4,2,3,1,4,2,4,6,5,6,8,7,7,4,6,4,5,9,7,8,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,6,0,0,0,4,0,0,0,0,0
499,582,1,1,2,2,4,3,2,1,4,3,4,5,8,8,6,4,6,6,8,4,7,8,7,9,6,0,0,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0
500,583,2,1,2,4,3,2,3,1,3,2,5,3,7,7,6,6,5,5,7,5,8,7,7,8,5,0,4,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
501,584,1,1,2,3,2,3,3,1,2,5,3,5,6,4,7,5,8,5,6,4,4,9,7,9,7,0,0,0,0,0,0,0,0,6,0,0,0,7,8,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,585,2,1,4,2,2,4,2,1,2,3,6,3,5,5,7,8,8,7,7,6,4,9,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,8,0,0,0,0,0,0,0,0
503,586,1,1,4,4,3,3,3,1,2,3,5,4,7,6,8,7,4,4,5,4,6,9,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0
504,587,2,1,3,1,3,4,3,1,2,3,5,4,7,7,4,8,4,6,5,6,5,9,9,8,5,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0
505,588,2,1,3,3,3,3,3,1,2,2,6,4,4,7,8,6,7,6,7,6,5,8,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0
506,590,1,1,2,4,4,2,2,1,2,4,5,5,7,5,5,8,6,7,6,5,4,7,9,9,6,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0
507,591,2,1,4,4,2,2,2,1,3,4,4,6,6,7,6,6,6,5,8,8,7,8,8,9,4,8,0,0,0,0,0,0,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,592,1,1,2,1,2,2,2,1,2,3,3,3,6,5,5,5,8,8,7,4,8,8,9,8,7,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,593,2,1,2,3,3,3,2,1,3,2,4,6,4,6,6,5,5,8,4,7,8,9,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,6,0,0,0
510,594,1,1,3,1,2,3,3,1,3,5,3,4,7,8,5,4,5,8,8,6,6,9,9,8,6,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0
511,595,1,1,1,3,3,4,3,1,4,2,4,3,8,7,8,4,8,8,8,6,6,9,9,9,5,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,596,2,1,4,1,2,2,3,1,4,3,5,6,4,4,8,5,6,7,7,4,6,9,7,8,7,0,0,6,0,0,0,5,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
513,597,2,1,2,2,3,4,3,1,4,3,6,4,7,6,5,6,4,6,8,5,4,9,7,9,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,6,0,0
514,599,2,1,2,3,3,2,3,1,2,3,6,5,5,8,5,6,8,4,4,5,8,7,9,9,5,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
515,601,2,1,4,3,4,3,2,1,2,2,6,6,7,7,7,7,5,4,4,6,6,7,9,8,6,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0
516,602,1,1,4,1,2,3,3,1,2,5,5,3,7,7,4,6,8,6,4,4,5,7,9,9,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0
517,604,1,1,4,3,2,2,2,1,2,4,6,6,5,4,8,7,5,7,7,6,8,9,7,9,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
518,605,1,1,4,4,2,2,2,1,3,4,3,3,8,7,5,7,5,5,7,8,7,7,8,8,7,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
519,606,1,1,3,4,3,3,3,1,2,2,6,3,4,7,6,4,6,6,6,7,6,9,7,9,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,5,0,0,0,0,0,0,0,0
520,607,1,1,4,3,4,3,2,1,2,4,5,4,7,6,5,6,8,7,5,6,6,8,8,9,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0
521,608,2,1,1,4,3,3,2,1,3,4,6,5,5,6,6,7,7,6,6,7,6,7,9,9,4,0,0,7,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0
522,609,2,1,3,3,3,4,2,1,2,3,6,6,4,8,8,7,8,6,5,4,6,8,8,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0
523,611,2,1,1,2,3,2,2,1,3,5,5,3,7,6,8,4,8,5,5,4,6,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0
524,612,1,1,4,3,2,3,2,1,2,3,6,4,8,7,7,6,5,4,8,7,8,7,9,8,7,0,8,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0
525,613,1,1,1,1,4,4,3,1,4,2,6,4,6,7,6,5,5,7,8,5,6,7,7,8,7,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
526,614,2,1,3,2,2,3,3,1,4,5,6,6,4,6,4,8,6,4,7,7,8,7,7,8,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,8,0
527,615,2,1,4,3,4,2,2,1,4,2,3,3,6,4,6,6,4,4,8,8,5,8,8,9,7,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
528,616,1,1,3,3,4,4,3,1,3,4,6,6,5,5,4,5,5,6,5,8,6,8,9,9,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,617,2,1,3,3,2,4,3,1,4,3,5,3,8,8,8,8,8,8,4,7,7,9,9,9,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
530,618,1,1,3,3,3,2,3,1,3,4,3,6,8,8,8,4,6,5,6,8,8,9,8,9,7,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
531,619,1,1,1,3,4,4,2,1,3,5,6,3,7,6,4,4,6,8,7,7,8,7,9,8,5,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
532,620,2,1,3,4,3,4,2,1,4,5,4,5,8,6,7,4,8,7,6,7,7,7,8,9,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8
533,622,2,1,4,3,2,4,3,1,3,3,6,4,5,6,6,8,7,8,7,7,7,9,8,9,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0
534,623,2,1,4,1,4,4,2,1,4,2,4,3,6,8,7,6,8,5,8,5,6,9,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,7
535,624,2,1,2,1,4,4,2,1,2,2,3,5,8,8,6,5,4,4,7,8,8,9,8,8,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
536,625,1,1,2,2,2,2,2,1,2,5,3,3,8,7,4,8,6,8,5,8,7,7,8,9,5,0,7,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
537,626,2,1,2,3,3,2,3,1,4,2,4,5,8,4,5,6,8,8,4,5,5,9,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0
538,627,1,1,2,4,3,3,2,1,3,5,5,3,7,8,5,4,4,5,4,8,4,7,9,8,5,0,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
539,628,1,1,1,2,4,3,2,1,2,2,5,3,8,6,8,4,6,7,4,4,4,8,9,8,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,6,0
540,629,1,1,3,3,2,3,2,1,2,5,3,6,5,7,8,4,7,6,5,6,5,9,8,9,7,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0
541,630,2,1,3,2,3,3,2,1,4,2,5,4,6,4,8,5,4,6,8,5,5,7,8,8,7,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
542,631,2,1,4,2,2,2,3,1,2,2,3,4,5,6,7,8,4,6,5,8,4,8,9,8,7,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0
543,632,2,1,4,2,4,3,2,1,4,5,4,6,7,6,7,6,4,7,6,6,8,8,7,9,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,633,2,1,1,2,3,2,3,1,3,4,6,5,4,5,7,5,6,6,8,5,8,9,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,4,0,7,0,0,0,0,5,0,0
545,634,1,1,1,2,4,4,2,1,2,5,6,6,7,4,6,7,8,4,4,4,5,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,7,0,6,0,5,0
546,635,1,1,4,2,2,2,2,1,2,3,6,6,6,7,5,5,5,5,5,4,5,7,8,8,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0
547,636,1,1,4,3,2,2,3,1,3,5,4,5,7,7,8,6,4,4,6,8,8,7,9,8,7,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0
548,637,2,1,4,3,4,2,3,1,4,5,5,4,8,4,5,5,6,6,6,7,5,8,7,9,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0
549,638,1,1,2,1,4,4,2,1,2,2,3,4,6,7,4,6,4,8,5,4,7,7,7,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
550,639,1,1,1,2,4,4,3,1,4,3,6,6,4,5,7,6,6,6,4,5,7,9,8,9,6,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,4,0
551,640,1,1,2,3,3,3,2,1,3,4,6,5,5,7,7,4,8,8,7,6,4,9,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0
552,643,2,1,1,1,2,2,2,1,4,5,5,6,7,4,6,7,6,7,7,7,4,9,7,8,4,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
553,644,1,1,3,1,2,3,3,1,2,2,5,6,7,8,4,5,4,7,7,6,6,8,7,9,5,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
554,645,2,1,1,1,4,2,3,1,2,2,6,4,5,7,4,6,7,5,8,5,5,9,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,0,6,0
555,646,1,1,1,2,2,2,2,1,3,4,4,3,5,4,7,8,4,7,8,4,8,7,8,8,5,0,0,7,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
556,647,1,1,4,2,2,3,3,1,2,5,4,5,7,6,7,5,5,6,4,4,4,8,9,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0
557,648,2,1,1,2,3,4,3,1,4,5,3,3,4,6,7,4,4,6,8,8,4,7,9,8,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0
558,649,2,1,2,2,2,4,2,1,4,3,4,5,5,8,6,8,8,6,4,4,4,7,7,9,6,5,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,650,1,1,1,3,2,3,3,1,2,4,4,5,5,6,7,7,7,7,6,5,7,8,8,9,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0
560,652,1,1,4,1,2,3,3,1,2,5,6,3,6,7,4,6,6,5,4,4,6,7,9,8,7,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0
561,653,1,1,3,4,4,3,3,1,4,2,6,6,4,8,5,8,8,7,6,8,6,7,9,8,6,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,4
562,654,1,1,4,3,4,3,2,1,4,2,3,3,5,4,4,4,8,6,5,5,7,7,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,7,0,0
563,655,2,1,1,1,2,4,2,1,3,3,6,3,6,7,5,5,7,6,7,5,5,7,7,9,4,5,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0
564,656,1,1,3,1,2,4,2,1,4,2,5,3,4,6,8,5,7,7,8,4,8,7,8,9,6,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
565,657,1,1,1,1,2,2,2,1,4,5,6,3,4,5,7,5,6,4,8,4,5,9,8,8,5,0,5,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0
566,658,1,1,3,3,3,4,3,1,4,4,3,5,6,6,4,8,7,5,6,8,5,9,7,9,5,0,0,0,0,0,0,0,0,5,0,0,8,0,8,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,659,2,1,2,3,2,3,3,1,2,3,5,6,5,7,5,4,8,6,7,4,4,9,8,8,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0
568,661,1,1,2,2,2,2,2,1,4,2,3,6,4,7,4,6,4,6,7,7,6,7,8,8,5,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0
569,664,2,1,1,4,2,2,3,1,2,3,4,4,8,5,8,5,8,7,7,6,4,9,9,9,7,6,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
570,665,2,1,2,1,4,4,2,1,3,2,5,6,8,5,6,5,6,6,5,5,7,9,8,8,6,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0
571,666,2,1,4,4,2,3,2,1,4,3,5,3,5,5,8,7,8,6,6,5,8,7,9,8,5,0,0,8,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
572,667,1,1,4,2,4,4,2,1,2,4,5,6,5,5,6,6,7,5,5,6,5,7,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,8,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
573,668,2,1,1,1,2,3,3,1,2,3,4,3,7,4,8,5,6,8,8,4,8,7,8,8,5,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
574,669,2,1,3,3,2,3,2,1,2,3,4,4,6,4,7,8,5,8,6,4,8,7,9,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,5
575,670,2,1,4,4,2,3,3,1,4,4,5,3,6,8,8,7,7,4,7,5,5,8,8,9,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0
576,671,2,1,2,2,2,3,2,1,4,3,5,4,5,6,6,7,4,6,5,8,4,8,7,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5
577,672,1,1,2,4,3,4,2,1,4,5,6,3,8,6,5,7,4,7,4,5,5,8,7,8,4,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0
578,673,2,1,3,2,4,4,3,1,3,5,5,5,7,7,7,4,6,5,8,4,7,8,9,9,7,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
579,674,1,1,4,2,2,2,3,1,2,3,5,4,8,8,4,8,5,6,6,6,8,7,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,4,0,5,0,0
580,675,1,1,3,2,4,4,3,1,2,5,3,4,7,6,5,6,5,6,5,6,6,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,4,7,0,0,0,0,0,7,0,0,0,0
581,676,1,1,1,4,3,3,2,1,3,2,3,5,8,4,5,8,6,4,8,7,4,9,9,8,6,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
582,677,1,1,4,1,3,3,2,1,4,5,3,3,4,8,7,6,6,8,7,5,7,9,8,9,5,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,678,1,1,4,3,3,2,2,1,3,2,5,5,5,8,4,5,6,4,6,8,5,9,7,8,6,4,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
584,679,1,1,2,1,3,2,2,1,4,3,6,5,5,6,4,4,5,4,6,5,4,8,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,6,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,680,2,1,4,1,2,3,2,1,4,3,5,3,5,4,5,4,6,4,7,5,4,9,7,8,5,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0
586,681,2,1,3,4,2,2,2,1,3,5,6,3,8,8,4,8,5,7,6,7,6,9,9,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0
587,682,2,1,2,3,3,4,2,1,4,5,3,3,8,6,7,5,4,8,6,5,8,7,7,8,6,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,5,0,0
588,683,1,1,1,3,4,3,3,1,3,5,5,4,8,5,6,6,5,7,7,4,6,7,9,9,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0
